date,BTC Price,BTC network hashrate,Average BTC block size,NUAU - BTC,Number TX - BTC,Difficulty - BTC,TX fees - BTC,Estimated TX Volume USD - BTC,Gold in USD,Ethereum Price,Litecoin Price,Bitcoin Cash Price,Cardano Price,Nasdaq composite index,DJI
13/1/2018,13952.40,17087521.86,1.054668758,747265,300091,1931140000000,617.6357942,3261904630,#N/A,1270.47,236.88,2617.66,0.91741,#N/A,#N/A
12/1/2018,13453.90,18527481.57,1.057117456,822010,337959,1931140000000,697.4408335,3600871653,1326.8,1158.29,229.79,2475.9,0.695769,7261.060059,25803.18945
11/1/2018,14968.20,15935554.1,1.058194976,876989,347393,1931140000000,720.3257009,3931428179,1323.05,1268.09,251.52,2891.55,0.791522,7211.779785,25574.73047
10/1/2018,14588.50,15743559.47,1.054599348,919149,360265,1931140000000,752.4182028,3794067603,1319.75,1300.34,248.07,2390.02,0.815872,7153.569824,25369.13086
9/1/2018,15123.70,15935554.1,1.050648337,895996,345672,1931140000000,694.5264055,4040000008,1311,1146,254.61,2412.36,0.898185,7163.580078,25385.80078
8/1/2018,16476.20,15551564.84,1.047738315,910004,368187,1931140000000,686.1140025,4897713642,1319.95,1158.26,287.73,2786.6,0.999329,7157.390137,25283
7/1/2018,17527.30,16127548.73,1.054609161,889098,358847,1931140000000,694.4779056,3932860282,#N/A,1043.01,296.05,2784.68,1.02,#N/A,#N/A
6/1/2018,17462.10,13727615.88,1.067635797,888402,342707,1931140000000,701.3560209,5164208948,#N/A,995.15,249.77,2583.71,0.997,#N/A,#N/A
5/1/2018,15477.20,16127548.73,1.065832702,1054711,425008,1931140000000,778.2610948,4053543884,1317.15,975.75,241.03,2400.74,1.17,7136.560059,25295.86914
4/1/2018,15270.70,15071578.27,1.06551321,937530,395963,1931140000000,749.6854726,2850171441,1314.5,961.71,245.48,2608.87,1.09,7077.910156,25075.13086
3/1/2018,14978.20,16415540.67,1.041367596,850801,340980,1931140000000,649.1649763,3526212015,1314.9,886,255.7,2700.55,0.779681,7065.529785,24922.67969
2/1/2018,13625.00,14975580.96,1.0433825,593282,241757,1922580000000,469.4130365,2552418376,1312.05,772.35,228.99,2434.5,0.724676,7006.899902,24824.00977
1/1/2018,14112.20,15177350.25,1.037056969,678712,290422,1873110000000,545.1445262,3322403205,1291,755.76,231.67,2534.82,0.718847,#N/A,#N/A
31/12/2017,12897.70,13687549,1.036882014,815099,344407,1873110000000,778.5711097,3942726332,#N/A,712.21,216.98,2376.96,0.642581,#N/A,#N/A
30/12/2017,14681.90,15363575.41,1.047753715,838925,353824,1873110000000,785.7950496,3682930089,#N/A,753.82,245.09,2791.55,0.528316,#N/A,#N/A
29/12/2017,14695.80,13873774.15,1.08320304,741488,305053,1873110000000,785.8338917,3618298008,1291,740.39,250.35,2587.3,0.410457,6903.390137,24719.2207
28/12/2017,15864.10,14525562.2,1.067594788,749191,307642,1873110000000,784.8171235,4694566031,1291,762.21,272.13,2888.64,0.41202,6950.160156,24837.50977
27/12/2017,16163.50,13221986.11,1.05031312,605853,247440,1873110000000,725.6238182,3172612011,1279.4,774.97,286.59,3108.32,0.427107,6939.339844,24774.30078
26/12/2017,14036.60,12570198.06,1.050745956,565074,228926,1873110000000,689.394412,2519602088,1264.55,763.37,273.11,2947.74,0.413573,6936.25,24746.21094
25/12/2017,13995.90,14153111.89,1.064142862,652209,279523,1873110000000,881.1213628,2547688082,1264.55,698.87,277.49,2929.35,0.39233,#N/A,#N/A
24/12/2017,14608.20,12942648.37,1.060037964,729637,308211,1873110000000,1065.615595,2465336231,#N/A,721.77,291.01,3260.55,0.416661,#N/A,#N/A
23/12/2017,13948.70,14432449.62,1.062319065,890731,380648,1873110000000,1495.946477,4421187413,#N/A,681.32,269.27,2746.95,0.41442,#N/A,#N/A
22/12/2017,15898.00,12290860.32,1.038692091,840739,335482,1873110000000,1128.76167,3660301618,1264.55,822.64,319.26,3324,0.478974,6959.959961,24754.06055
21/12/2017,16642.40,12663310.64,1.07280014,853863,370277,1873110000000,911.5917428,5152140336,1264.55,820.24,314.66,3909,0.490049,6965.359863,24782.28906
20/12/2017,17760.30,13035760.95,1.0601594,887697,378622,1873110000000,662.5955054,3771403824,1264.55,827.52,349.6,2825.03,0.533705,6960.959961,24726.65039
19/12/2017,19118.30,16946489.24,1.042035055,922523,394239,1718050000000,587.1254837,4873481582,1260.35,793.9,359.13,2199.06,0.520268,6963.850098,24754.75
18/12/2017,19106.40,14630524.31,1.041074422,877464,391910,1590900000000,535.4386753,5065451796,1260.6,721.73,318.95,1869.21,0.511939,6994.759766,24792.19922
17/12/2017,19475.80,13523349.5,1.056583702,819304,364222,1590900000000,534.0113834,3581766252,#N/A,696.24,301.78,1812.33,0.386775,#N/A,#N/A
16/12/2017,17760.30,13365181.67,1.057938769,942513,405676,1590900000000,592.7039343,4213976778,#N/A,686.19,299.34,1824.85,0.212875,#N/A,#N/A
15/12/2017,16601.30,14630524.31,1.041837308,1072861,490644,1590900000000,644.6079443,3587876011,1254.6,696.38,280.97,1974.66,0.233209,6936.580078,24651.74023
14/12/2017,16384.60,14709608.23,1.057064672,958476,424579,1590900000000,604.2979452,4658395921,1251,700.59,301.2,1600.67,0.133667,6856.529785,24508.66016
13/12/2017,17500.00,12337090.77,1.061313154,867771,372977,1590900000000,537.9440791,5760245260,1242.65,644.91,315.36,1616.99,0.133739,6875.799805,24585.42969
12/12/2017,16919.80,13523349.5,1.060447971,867654,368598,1590900000000,483.6386507,4271582104,1240.9,522.29,212.46,1427.38,0.121177,6862.319824,24504.80078
11/12/2017,15427.40,12969762.09,1.056458927,739391,341420,1590900000000,458.1002969,3572482517,1247.15,440.36,148.26,1320,0.108927,6875.080078,24386.0293
10/12/2017,15168.40,13760601.25,1.051266287,877574,403399,1590900000000,567.0884245,3891389970,#N/A,472.79,155.63,1411.84,0.119794,#N/A,#N/A
9/12/2017,16523.30,12337090.77,1.051352891,902011,385092,1590900000000,641.4296648,4799300875,#N/A,457.34,127.48,1464.63,0.114745,#N/A,#N/A
8/12/2017,17802.90,11941671.2,1.045315113,869098,372345,1590900000000,361.5770684,5615762341,1250.65,434.99,98.33,1329.16,0.106142,6840.080078,24329.16016
7/12/2017,14266.10,14867776.06,1.059046223,978251,443587,1407980000000,257.1699543,3627399597,1255,426.37,99.98,1430.71,0.117766,6812.839844,24211.48047
6/12/2017,11923.40,11918845.17,1.058658534,891235,405709,1347000000000,219.679754,2667850402,1263.7,462.6,102.48,1498.49,0.126748,6776.379883,24140.91016
5/12/2017,11685.70,12119724.58,1.068300398,885109,400686,1347000000000,226.1199096,2601197062,1266.3,470.29,104.28,1580.16,0.135625,6762.209961,24180.64063
4/12/2017,11315.40,11784925.56,1.04737504,762992,353044,1347000000000,187.4511427,2019481499,1273.45,466.05,101.4,1560.16,0.131546,6775.370117,24290.05078
3/12/2017,11082.70,10780528.49,1.036298422,683882,326354,1347000000000,190.2958534,1985357943,#N/A,463.7,100.19,1435.36,0.132351,#N/A,#N/A
2/12/2017,10978.30,12253644.19,1.068084667,869274,412908,1347000000000,247.0519056,2679696383,#N/A,466.85,98.94,1462.06,0.131633,#N/A,#N/A
1/12/2017,10198.60,11182287.32,1.068302413,851419,384386,1347000000000,270.6311441,3480444824,1275.5,445.21,88,1381.81,0.116622,6847.589844,24231.58984
30/11/2017,9906.79,11584046.14,1.064409006,903004,398090,1347000000000,290.9021286,3966055570,1280.2,431.21,86.25,1380.36,0.09493,6873.970215,24272.34961
29/11/2017,10077.40,10445729.47,1.062805744,816744,365977,1347000000000,245.2309135,3250901799,1283.85,473.28,96.01,1541.63,0.118235,6824.390137,23940.67969
28/11/2017,9823.43,11383166.73,1.047396647,829650,379256,1347000000000,236.5030831,3413320842,1291.85,480.52,91.72,1621.17,0.050627,6912.359863,23836.71094
27/11/2017,9352.72,10244850.06,1.042223373,712606,329677,1347000000000,191.2220773,2264912543,1294.9,471.53,85.89,1722.93,0.036619,6878.52002,23580.7793
26/11/2017,8789.04,10445729.47,1.047860103,697525,336689,1347000000000,195.6397653,2368622336,#N/A,465.97,88.94,1571.39,0.030437,#N/A,#N/A
25/11/2017,8241.71,9977010.841,1.048611973,698358,305735,1361970000000,233.5364872,2691426205,#N/A,475.68,77.91,1634,0.028324,#N/A,#N/A
24/11/2017,8074.02,10648648.96,1.056894261,747161,352207,1364420000000,265.9195691,2455560233,1290.5,412.5,73.14,1651.86,0.027406,6889.160156,23557.99023
23/11/2017,8232.38,8342572.114,1.065427033,673818,256709,1364420000000,205.6152497,1730604252,1290.35,381.44,71.98,1302.23,0.02854,#N/A,#N/A
22/11/2017,8077.95,11733861.59,1.055894156,753813,371091,1364420000000,310.2965518,2546719238,1286.95,360.31,70.18,1175.06,0.028399,6867.359863,23526.17969
21/11/2017,8205.74,11869513.17,1.018682537,734768,336204,1364420000000,329.0181743,2394321375,1283.3,367.44,72.2,1220.78,0.029587,6862.47998,23590.83008
20/11/2017,8039.07,10852126.33,1.042986825,603429,264855,1364420000000,247.4435441,1610358778,1286.2,354.09,71.41,1172.43,0.028152,6790.709961,23430.33008
19/11/2017,7766.03,9224307.378,1.047779654,614839,270874,1364420000000,289.9883924,1971800219,#N/A,347.4,69.51,1260.95,0.026243,#N/A,#N/A
18/11/2017,7697.21,11326906.85,1.034528575,684253,306617,1364420000000,401.1664327,2803405660,#N/A,331.98,67.41,1197.43,0.025597,#N/A,#N/A
17/11/2017,7853.57,10309520.01,1.022789349,677301,310396,1364420000000,502.6402592,2351529593,1284.35,330.17,70.45,909.16,0.027143,6782.790039,23358.24023
16/11/2017,7323.24,10309520.01,1.045910632,709142,321788,1364420000000,603.509962,2324329725,1280,333.44,63.81,1202.17,0.026583,6793.290039,23458.35938
15/11/2017,6634.76,8681701.061,1.027411461,604054,271995,1364420000000,615.0868792,1833276923,1282.2,337.96,62.78,1269.79,0.026116,6706.209961,23271.2793
14/11/2017,6561.48,9495610.536,1.0417878,694828,309299,1364420000000,783.3862644,2115296496,1274.6,316.76,61.64,1346.73,0.025797,6737.870117,23409.4707
13/11/2017,5938.25,5426063.163,1.053113988,467890,185966,1364420000000,583.6104671,1844282045,1277.95,307.02,59.18,1381.82,0.024364,6757.600098,23439.69922
12/11/2017,6295.45,5426063.163,1.058251325,455431,194634,1364420000000,317.0579268,1344145630,#N/A,314.69,62.31,1346.97,0.02748,#N/A,#N/A
11/11/2017,6618.61,8139094.745,1.050013067,619943,271745,1423370000000,319.9729572,1944419256,#N/A,298.59,59.35,1001.64,0.026891,#N/A,#N/A
10/11/2017,7173.73,11049821.74,1.024794026,727945,341281,1452840000000,361.32994,2267000254,1284.3,320.67,64.44,651.78,0.032219,6750.939941,23422.21094
9/11/2017,7446.83,10399832.23,1.026831007,646100,301346,1452840000000,306.2517252,1888939271,1284.8,308.64,62.49,622.31,0.02516,6750.049805,23461.93945
8/11/2017,7141.38,11266484.92,1.026380083,714349,335636,1452840000000,294.127314,1826009241,1284,294.27,61.11,615.24,0.021912,6789.120117,23563.35938
7/11/2017,7023.10,9605400.601,1.044553376,608650,271029,1452840000000,240.3378973,1568492020,1275.6,298.57,54.99,602.68,0.021846,6767.779785,23557.23047
6/11/2017,7403.22,10183169.06,1.042667163,555458,251728,1452840000000,197.6563993,1309726635,1270.9,296.43,54.76,630.31,0.020977,6786.439941,23548.41992
5/11/2017,7404.52,9388737.429,1.028248008,588058,294121,1452840000000,273.249729,1424364753,#N/A,300.04,55.03,619.91,0.022054,#N/A,#N/A
4/11/2017,7164.48,8594305.801,1.046605975,670928,277598,1452840000000,271.7738527,1672135010,#N/A,305.48,56.22,635.35,0.022641,#N/A,#N/A
3/11/2017,7087.53,10833158.57,1.03739566,704944,341474,1452840000000,277.5907948,2392765594,1267.2,288.5,54.58,587.32,0.021418,6764.439941,23539.18945
2/11/2017,6777.77,7872095.229,1.043285303,733878,241788,1452840000000,219.1526646,1269856000,1279.2,290.73,53.56,527.68,0.023079,6714.939941,23516.25977
1/11/2017,6440.97,9966505.887,1.036997174,611373,277535,1452840000000,231.8949993,1589432236,1277.05,305.76,55.74,438.3,0.029127,6716.529785,23435.00977
31/10/2017,6132.02,10616495.4,1.028509136,672642,316077,1452840000000,263.5909742,1681454664,1270.15,307.38,56.37,449.37,0.028547,6727.669922,23377.24023
30/10/2017,6114.85,11122042.8,1.018008403,666706,334025,1452840000000,278.857125,1306645347,1272,304.78,56.84,458.45,0.028318,6698.959961,23348.74023
29/10/2017,5754.44,6138789.858,1.007806906,440621,207066,1452840000000,175.0382808,645113300.6,#N/A,296.38,54.67,420.47,0.025831,#N/A,#N/A
28/10/2017,5787.82,7510989.944,1.031948462,552374,246692,1452840000000,166.66746,952470634.5,#N/A,297.92,55.38,369.54,0.026339,#N/A,#N/A
27/10/2017,5899.74,12999790.29,0.7323564889,555497,265827,1233780000000,112.6505176,1970506447,1266.45,296.51,55.67,338.3,0.027138,6701.259766,23434.18945
26/10/2017,5747.95,11006184.19,0.9696755568,636240,315415,1196790000000,141.9753754,2136570418,1273.75,298.02,56.47,332.11,0.027409,6556.77002,23400.85938
25/10/2017,5524.60,9935312.215,1.041011641,716443,347220,1196790000000,199.7905691,2102862590,1275,298.44,55.95,326.59,0.027038,6563.890137,23329.46094
24/10/2017,5935.52,10173283.77,0.9721712515,640545,316096,1196790000000,185.6443395,2396482267,1276.45,287.12,54.96,315.9,0.025339,6598.430176,23441.75977
23/10/2017,6006.00,10827705.53,1.005286225,573796,289131,1196790000000,155.3319302,1006861960,1274.9,295.1,56.77,330.67,0.027684,6586.830078,23273.96094
22/10/2017,6036.66,9102411.79,1.040078752,606416,312257,1196790000000,167.7673012,929448820.6,#N/A,300.55,58.27,323.5,0.028565,#N/A,#N/A
21/10/2017,5996.79,10649226.87,0.9930126313,644654,312409,1196790000000,161.9724456,1118742454,#N/A,303.57,60.3,326.75,0.030806,#N/A,#N/A
20/10/2017,5708.11,10589733.98,0.9940413202,692404,356985,1196790000000,191.5123957,1448451292,1281.2,308.05,59.81,330.9,0.026982,6629.049805,23328.63086
19/10/2017,5583.74,8983426.015,1.01752149,646477,329579,1196790000000,192.2026716,1395865356,1286.4,314.54,60.82,339.27,0.026704,6605.069824,23163.03906
18/10/2017,5603.82,9756833.552,0.9865732256,670954,334438,1196790000000,209.1372614,1111146061,1280.2,316.94,59.59,373.65,0.027219,6624.220215,23157.59961
17/10/2017,5741.58,10351762.43,0.9177636379,643456,314725,1196790000000,193.4194609,1149273839,1284.75,333.48,64.67,313.7,0.028953,6623.660156,22997.43945
16/10/2017,5687.57,11601113.07,0.8937678615,578160,283473,1182950000000,162.7073282,868580434.8,1303.3,336.71,65.72,315.26,0.029939,6624,22956.96094
15/10/2017,5835.96,7877324.117,1.02322144,594481,293140,1123860000000,227.5956389,1023554359,#N/A,339.53,64.13,322.42,0.032874,#N/A,#N/A
14/10/2017,5643.53,7597986.383,1.025495081,660223,309819,1123860000000,281.5345822,1448422310,#N/A,338.85,59.41,321.54,0.033876,#N/A,#N/A
13/10/2017,5464.16,8547734.68,0.9775429869,588009,293164,1123860000000,174.4145147,1107300180,1299.6,304.08,60.55,314.15,0.026061,6605.799805,22871.7207
12/10/2017,4829.58,7765589.023,1.016095072,604454,292459,1123860000000,148.1728918,837665469.6,1290.25,303.5,50.89,315.47,0.022538,6591.509766,22841.00977
11/10/2017,4789.25,8938807.509,0.9642725875,613363,303101,1123860000000,167.2582099,1174146929,1289.25,301.18,50.75,320.2,0.02148,6603.549805,22872.89063
10/10/2017,4776.21,8994675.056,0.9215362174,585027,296946,1123860000000,149.3409866,1118783648,1291.4,297.6,50.15,313.22,0.022112,6587.25,22830.67969
9/10/2017,4614.52,10167893.54,0.7644199011,496285,238385,1123860000000,111.7964751,676195487.5,1278.75,308.67,53.08,342.76,0.020344,6579.72998,22761.07031
8/10/2017,4429.67,8827072.415,0.8365080696,505784,231226,1123860000000,108.2155643,553329639.8,#N/A,311.06,52.49,360.09,0.020929,#N/A,#N/A
7/10/2017,4369.35,8882939.962,0.9204357925,609682,283699,1123860000000,149.0212022,714231923.3,#N/A,308.89,52.14,363.6,0.018414,#N/A,#N/A
6/10/2017,4324.46,6983443.366,1.018034224,552622,273243,1123860000000,160.3442403,814413222,1261.8,295.15,51.64,355.43,0.021359,6590.180176,22773.66992
5/10/2017,4229.88,7486251.289,0.8374743657,496067,232826,1123860000000,136.732834,591746166.8,1274.5,292.77,51.4,358.42,0.021951,6585.359863,22775.39063
4/10/2017,4319.37,10223761.09,0.875862235,591541,282132,1123860000000,152.5344188,691406024.5,1274.25,292.75,52.28,404.2,0.020864,6534.629883,22661.64063
3/10/2017,4408.46,8380132.04,1.001502393,606137,295002,1123590000000,180.47324,848062737.2,1271.25,297.48,53.39,421.79,0.025757,6531.709961,22641.66992
2/10/2017,4395.81,7130546.525,0.9128472923,416589,203653,1103400000000,119.0534979,499781337.7,1273.7,302.48,54.55,415.87,0.024607,6516.720215,22557.59961
1/10/2017,4341.05,7569349.388,0.7862133986,467807,212678,1103400000000,101.4414579,663214577.9,#N/A,301.55,55.14,433.38,0.021678,#N/A,#N/A
30/9/2017,4166.11,9269710.483,0.8328140118,569237,254438,1103400000000,115.3321625,729473582.8,#N/A,291.48,52.63,436.64,#N/A,#N/A,#N/A
29/9/2017,4171.62,9708513.346,0.8439419661,561792,275976,1103400000000,134.4516022,841302338.6,1283.1,299.12,54.11,447.66,#N/A,6495.959961,22405.08984
28/9/2017,4197.13,8063002.609,0.8489842857,548154,257961,1103400000000,143.4986526,721892560.2,1283.35,306.47,56.21,456.71,#N/A,6453.450195,22381.19922
27/9/2017,3892.94,7569349.388,0.9622311087,544621,263648,1103400000000,150.0856113,774208153,1282.55,287.02,51.58,441.86,#N/A,6453.259766,22340.71094
26/9/2017,3928.41,6856294.736,0.916413568,505248,226603,1103400000000,147.3704968,1013757770,1300.05,292.35,51.69,445.36,#N/A,6380.160156,22284.32031
25/9/2017,3681.58,7953301.894,0.6567815241,383448,185277,1103400000000,83.67519444,359612295.4,1293.3,282.22,47.62,419.65,#N/A,6370.589844,22296.08984
24/9/2017,3796.15,9105159.409,0.6304796566,427804,203861,1103400000000,99.69585805,498447359,#N/A,286.21,49.25,428.8,#N/A,#N/A,#N/A
23/9/2017,3629.92,7624199.746,0.8020077482,515183,227615,1103400000000,117.1641681,723462621.7,#N/A,264.6,48.16,415.31,#N/A,#N/A,#N/A
22/9/2017,3628.02,9653662.988,0.7673945739,533108,255257,1103400000000,136.3488442,688978348.9,1294.8,258.11,46.65,417.92,#N/A,6426.919922,22349.58984
21/9/2017,3901.47,6417491.873,0.9482453846,480582,235723,1103400000000,146.4070095,736406709.8,1292.1,283.26,51.66,475.83,#N/A,6422.689941,22359.23047
20/9/2017,3916.36,8556655.83,0.956767609,578178,282917,1103400000000,173.7034153,857981325.8,1311.3,282.02,52.74,526.74,#N/A,6456.040039,22412.58984
19/9/2017,4073.79,6965995.452,0.9119924094,481944,218204,1052190000000,168.3081004,838578661.7,1309.6,293.66,55.68,480.64,#N/A,6461.319824,22370.80078
18/9/2017,3591.09,8072925.277,0.5814639148,433778,197683,922725000000,99.41066001,571971943.2,1312.1,252.23,48.53,422.09,#N/A,6454.640137,22331.34961
17/9/2017,3606.28,7751843.021,0.7010672308,486762,228257,922725000000,119.9178055,753316071.8,#N/A,245.85,48.23,438.9,#N/A,#N/A,#N/A
16/9/2017,3637.75,8256400.851,0.8441772333,637364,292079,922725000000,12.81949192,1503345854,#N/A,250.87,48.13,424.49,#N/A,#N/A,#N/A
15/9/2017,3166.30,7981187.489,0.8023505805,552954,268068,922725000000,153.7350359,889710944,1322.85,215.22,41.69,369.49,#N/A,6448.470215,22268.33984
14/9/2017,3875.37,8715089.787,0.7137803895,543777,263320,922725000000,133.7314867,1003125422,1324.55,276.59,61.64,504.22,#N/A,6429.080078,22203.48047
13/9/2017,4131.98,8623352,0.7112392021,549109,256230,922725000000,148.9079562,906438524.1,1327.55,291.12,64.32,509.47,#N/A,6460.189941,22158.17969
12/9/2017,4168.88,7981187.489,0.8293522586,537474,253492,922725000000,159.7338304,848892503.4,1326.5,294.63,66.24,539.03,#N/A,6454.279785,22118.85938
11/9/2017,4122.47,6329907.319,0.7842028551,412029,193240,922725000000,143.23842,875474656,1334.2,289.74,61.65,537.19,#N/A,6432.259766,22057.36914
10/9/2017,4229.34,7751843.021,0.731735858,452503,217890,922725000000,144.8504163,778259235.6,#N/A,294.06,65.8,546.47,#N/A,#N/A,#N/A
9/9/2017,4229.81,8027056.383,0.9131877143,606485,279488,922725000000,217.7657246,1024260564,#N/A,296.17,67.21,584.73,#N/A,#N/A,#N/A
8/9/2017,4605.16,8072925.277,0.8100413182,526959,256374,922725000000,257.3357948,1261424204,1346.25,329.64,78.45,654.37,#N/A,6360.189941,21797.78906
7/9/2017,4589.14,7430760.766,0.9041358025,587813,276225,903315000000,272.599878,1347017552,1343.5,333.52,79.88,636.85,#N/A,6397.870117,21784.7793
6/9/2017,4376.59,8697798.703,0.7635656244,601576,277948,888172000000,281.9048031,1403653848,1337.85,313.8,71.78,541.28,#N/A,6393.310059,21807.64063
5/9/2017,4228.29,7726470.929,0.9276607771,561328,269280,888172000000,325.4016802,1422579715,1335.55,297.57,65.25,514.9,#N/A,6375.569824,21753.31055
4/9/2017,4591.63,6799294.418,0.7657666623,437076,195289,888172000000,239.1352699,795926407.8,1333.1,347.13,76.73,608.26,#N/A,#N/A,#N/A
3/9/2017,4585.27,7240807.042,0.8090010183,536081,236811,888172000000,290.4992599,918257379.5,#N/A,350.23,78.98,578.27,#N/A,#N/A,#N/A
2/9/2017,4901.42,7682319.667,0.9718795862,591520,283670,888172000000,382.7420064,1228012220,#N/A,387.82,85.83,621.96,#N/A,#N/A,#N/A
1/9/2017,4701.76,7196655.78,0.9816415337,589297,280724,888172000000,413.2148969,1192190047,1320.4,383.47,70.86,588.4,#N/A,6435.330078,21987.56055
31/8/2017,4555.59,7417412.092,0.9833721131,565808,271466,888172000000,388.4975306,1010875741,1311.75,378.44,64.16,576.25,#N/A,6428.660156,21948.09961
30/8/2017,4570.36,6578538.105,0.9981771141,593017,281116,888172000000,461.7601417,1144825472,1308.5,369.47,63.16,549.32,#N/A,6368.310059,21892.42969
29/8/2017,4389.21,5695512.856,0.9813002326,504370,223771,888172000000,378.1784668,925154460.8,1318.65,347.96,62.39,596.13,#N/A,6301.890137,21865.36914
28/8/2017,4384.45,6843445.68,0.9908020129,509082,261891,888172000000,358.8427277,781459739.1,1285.3,350.04,61.36,619.7,#N/A,6283.02002,21808.40039
27/8/2017,4345.10,4635882.557,0.9982181524,472784,226485,888172000000,425.3131221,696876277.1,#N/A,334.36,51.8,625.89,#N/A,#N/A,#N/A
26/8/2017,4372.06,4459277.508,0.9287589901,471224,208169,888172000000,425.8158792,765174341.4,#N/A,331.99,51.17,641.88,#N/A,#N/A,#N/A
25/8/2017,4332.82,4459277.508,0.9387862277,423332,203805,891643000000,385.9992342,756043560.9,1285.3,326.11,50.17,627.06,#N/A,6265.640137,21813.66992
24/8/2017,4137.60,7297172.197,0.9865106667,628516,315734,923233000000,541.9706815,1059426387,1289,317.45,52.82,670.03,#N/A,6271.330078,21783.40039
23/8/2017,4089.01,4084580.664,0.998175236,419158,196283,923233000000,334.1847451,881477645.7,1286.65,315.27,46.71,690.96,#N/A,6278.410156,21812.08984
22/8/2017,3998.35,5277828.948,0.976487,501755,236772,923233000000,297.9649648,819457187.5,1284.2,321.05,47.9,596.19,#N/A,6297.47998,21899.89063
21/8/2017,4090.48,5966241.419,0.961449,444725,210852,923233000000,208.9819963,755018135.8,1292.9,300.48,46.19,723.7,#N/A,6213.129883,21703.75
20/8/2017,4189.31,6930018.879,0.9664551589,535350,266832,923233000000,265.9117987,1323689300,#N/A,296.64,45.38,772.42,#N/A,#N/A,#N/A
19/8/2017,4137.75,6838230.55,0.9599873624,580732,312250,923233000000,337.9619231,1137241535,#N/A,296.18,47.05,697.04,#N/A,#N/A,#N/A
18/8/2017,4324.34,8215055.493,0.9786816034,631515,347319,923233000000,365.3163491,1318331836,1295.8,301.7,43.9,458.67,#N/A,6216.529785,21674.50977
17/8/2017,4384.44,5966241.419,0.9667277077,543436,274866,923233000000,347.5250086,982522797.1,1285.15,302.8,44.18,301.02,#N/A,6221.910156,21750.73047
16/8/2017,4200.34,6975913.044,0.9750699013,650899,311002,923233000000,350.4503826,1206087776,1272.75,289.82,43.37,297.97,#N/A,6345.109863,22024.86914
15/8/2017,4326.99,5966241.419,0.9552627615,542909,255362,923233000000,249.1882738,873611922.5,1270.3,299.95,45.81,298.18,#N/A,6333.009766,21998.99023
14/8/2017,4066.10,6792336.385,0.9833201554,516470,263310,923233000000,189.7110465,926444962,1282.3,298.03,45.83,296.1,#N/A,6340.22998,21993.71094
13/8/2017,3880.04,6195712.243,0.9799150296,530699,260521,923233000000,210.7524022,870629381.1,#N/A,310.37,46.57,316.29,#N/A,#N/A,#N/A
12/8/2017,3650.63,6608759.726,0.9671709028,580987,284001,923233000000,234.9447023,991542730.4,#N/A,308.71,47.05,327.82,#N/A,#N/A,#N/A
11/8/2017,3373.82,6149818.078,0.9812816418,550474,257965,923233000000,193.1860029,963128414.1,1286.1,294.49,46.4,275.88,#N/A,6256.560059,21858.32031
10/8/2017,3341.84,6333394.737,0.9541659203,532314,260955,888075000000,157.9519131,807119553.2,1284.4,296.96,48.05,305.21,#N/A,6216.870117,21844.00977
9/8/2017,3420.40,7012946.153,0.9792477073,587787,275574,860222000000,159.0631105,1245606696,1271.05,297.63,48.59,345.28,#N/A,6352.330078,22048.69922
8/8/2017,3370.22,6542565.619,0.9436978235,512717,249002,860222000000,121.8264918,1385571339,1261.8,269.1,45.9,321.35,#N/A,6370.459961,22085.33984
7/8/2017,3212.78,5986661.35,0.7864340071,408435,199627,860222000000,87.90639938,1044204487,1258,261.24,45.17,223.76,#N/A,6383.77002,22118.41992
6/8/2017,3257.61,7568850.421,0.8812315932,463849,239771,860222000000,113.566787,983755829.9,#N/A,256.42,46.85,212.18,#N/A,#N/A,#N/A
5/8/2017,2897.63,7654374.155,0.924147648,467900,235792,860222000000,113.4712362,1196484565,#N/A,222.85,43.49,231.11,#N/A,#N/A,#N/A
4/8/2017,2806.93,5901137.617,0.8688547101,427728,213017,860222000000,124.1059542,970956325.8,1257.7,225.31,42.89,362.18,#N/A,6351.560059,22092.81055
3/8/2017,2709.56,6499803.752,0.8780834671,403175,209321,860222000000,130.5148568,1412768877,1268.1,220.18,42.19,448.49,#N/A,6340.339844,22026.09961
2/8/2017,2727.13,6371518.151,0.7252916309,301131,131875,860222000000,75.94662047,1369195846,1269.6,227.01,43.07,382.38,#N/A,6362.649902,22016.24023
1/8/2017,2871.30,6200470.684,0.9267220138,485988,231012,860222000000,194.8688662,1772644311,1270.95,204.69,43.02,294.6,#N/A,6362.939941,21963.91992
31/7/2017,2763.24,6285994.418,0.8103373605,386558,184145,860222000000,138.1168221,1121219507,1267.55,197.4,40.34,346.36,#N/A,6348.120117,21891.11914
30/7/2017,2724.39,6713613.086,0.8722031529,416822,211134,860222000000,156.4666532,928609716.3,#N/A,206.74,41.18,385.14,#N/A,#N/A,#N/A
29/7/2017,2807.02,6414280.018,0.9168634067,487086,247207,860222000000,188.4313233,1328334474,#N/A,193.34,40.56,410.57,#N/A,#N/A,#N/A
28/7/2017,2679.73,6585327.485,0.9236066364,443425,225369,836352000000,166.2705696,827890554.6,1264.9,204.32,42.22,386.65,#N/A,6374.680176,21830.31055
27/7/2017,2538.71,5878995.159,0.9673388231,460146,237853,804525000000,167.53482,676202732.9,1261.1,204.86,42.35,417.1,#N/A,6382.189941,21796.55078
