date,BTC Price,BTC network hashrate,Average BTC block size,NUAU - BTC,Number TX - BTC,Difficulty - BTC,TX fees - BTC,Estimated TX Volume USD - BTC,Gold in USD,Ethereum Price,Litecoin Price,Bitcoin Cash Price,Cardano Price,Nasdaq composite index,DJI
21/7/2016,665.23,1591915.46,0.79,378815,227429,213493000000,64.19,167509836.8,1321.15,12.46,4.13,#N/A,#N/A,5073.899902,18517.23047
20/7/2016,672.81,1358434.53,0.86,373620,222146,213493000000,61.86,237841255.9,1315.9,11.59,4.15,#N/A,#N/A,5089.930176,18595.0293
19/7/2016,672.74,1581302.69,0.82,384160,225827,213402000000,59.69,196352735.7,1330.9,11.05,4.15,#N/A,#N/A,5036.370117,18559.00977
18/7/2016,679.81,1580609.59,0.7,330330,171013,213399000000,47.87,161580179,1334.7,11.17,4.2,#N/A,#N/A,5055.779785,18533.05078
17/7/2016,661.99,1665474.54,0.68,356533,182192,213399000000,50.67,129816925.1,#N/A,11.62,4.14,#N/A,#N/A,#N/A,#N/A
16/7/2016,663.78,1432095.94,0.79,367739,216081,213399000000,55.22,187503475.3,#N/A,11.92,4.15,#N/A,#N/A,#N/A,#N/A
15/7/2016,659.17,1506352.77,0.79,367953,220655,213399000000,58.38,164674255.3,1327,11.5,4.15,#N/A,#N/A,5029.589844,18516.55078
14/7/2016,652.92,1379055.35,0.81,367252,218093,213399000000,53.55,187860898,1323.6,10.6,4.14,#N/A,#N/A,5034.060059,18506.41016
13/7/2016,664.80,1516960.89,0.77,379937,219034,213399000000,51.17,193691457.4,1342.75,10.51,4.16,#N/A,#N/A,5005.72998,18372.11914
12/7/2016,648.28,1516960.89,0.79,395742,218089,213399000000,57.33,166782085.8,1342.4,10.45,4.09,#N/A,#N/A,5022.819824,18347.66992
11/7/2016,648.48,1654866.42,0.58,325550,162608,213399000000,38.56,102817416.2,1357.1,10.94,4.12,#N/A,#N/A,4988.640137,18226.92969
10/7/2016,650.60,1580609.59,0.65,355380,185405,213399000000,47.4,141090463.3,#N/A,10.96,4.12,#N/A,#N/A,#N/A,#N/A
9/7/2016,666.38,1538177.12,0.77,363919,210701,213399000000,57.25,192407460.7,#N/A,11.42,4.24,#N/A,#N/A,#N/A,#N/A
8/7/2016,640.69,1463920.3,0.82,364414,216812,213399000000,56.79,211036735.6,1354.25,10.12,4.12,#N/A,#N/A,4956.759766,18146.74023
7/7/2016,678.09,1485136.53,0.79,373956,214691,213399000000,55.67,183599980.7,1356.7,10.54,4.5,#N/A,#N/A,4876.810059,17895.88086
6/7/2016,670.42,1538177.12,0.78,383808,214959,213399000000,55.87,195754949.9,1366.25,10.58,4.46,#N/A,#N/A,4859.160156,17918.61914
5/7/2016,683.21,1601825.83,0.73,403350,213900,209558000000,55.14,163158062.2,1350.75,11.46,4.56,#N/A,#N/A,4822.899902,17840.61914
4/7/2016,658.80,1603443.84,0.61,352911,177127,209453000000,45.47,152391217.7,1350.75,11.7,4.27,#N/A,#N/A,#N/A,#N/A
3/7/2016,704.97,1551383.97,0.69,344995,198875,209453000000,52.92,169860690.5,#N/A,12.12,4.66,#N/A,#N/A,#N/A,#N/A
2/7/2016,676.73,1634679.75,0.75,375377,210409,209453000000,58.85,195860775.9,#N/A,12.22,4.28,#N/A,#N/A,#N/A,#N/A
1/7/2016,672.52,1561795.94,0.79,402792,231960,209453000000,62.5,228428274.7,1340,12.44,4.19,#N/A,#N/A,4862.569824,17949.36914
30/6/2016,640.59,1520148.05,0.76,371774,224112,209453000000,61.68,199609619.2,1320.75,12.6,4.08,#N/A,#N/A,4842.669922,17929.99023
29/6/2016,644.12,1551383.97,0.76,428929,213058,209453000000,58.5,204747904.5,1321.5,12.17,4.1,#N/A,#N/A,4779.25,17694.67969
28/6/2016,658.10,1530560.02,0.77,379861,217029,209453000000,61.78,205564516.7,1309.7,13.93,4.14,#N/A,#N/A,4691.870117,17409.7207
27/6/2016,629.35,1530560.02,0.76,388840,183755,209453000000,55.03,161836641.2,1324.55,13.81,4.05,#N/A,#N/A,4594.439941,17140.24023
26/6/2016,665.93,1728387.51,0.79,409197,210998,209453000000,62.41,155484784.1,#N/A,14.26,4.24,#N/A,#N/A,#N/A,#N/A
25/6/2016,665.28,1353556.48,0.94,437104,238888,209453000000,74.41,219410250.6,#N/A,14.3,4.27,#N/A,#N/A,#N/A,#N/A
24/6/2016,625.58,1457676.21,0.91,431633,241300,209453000000,75.3,304840842.5,1315.5,13.68,3.85,#N/A,#N/A,4707.97998,17400.75
23/6/2016,597.44,1343144.51,0.94,422909,235641,209453000000,78.85,287826976.7,1262.15,13.22,3.92,#N/A,#N/A,4910.040039,18011.07031
22/6/2016,665.91,1551383.97,0.91,468641,248164,206307000000,76.28,314077556.9,1264.85,13.2,4.83,#N/A,#N/A,4833.319824,17780.83008
21/6/2016,735.88,1598387.66,0.78,465928,249334,196061000000,76.77,217443810.7,1272.6,11.82,5.27,#N/A,#N/A,4843.759766,17829.73047
20/6/2016,763.93,1725089.12,0.72,414283,218298,196061000000,63.14,154471559.7,1281.8,12.24,5.63,#N/A,#N/A,4837.209961,17804.86914
19/6/2016,756.69,1549656.33,0.86,423334,236291,196061000000,70.82,207754751.1,#N/A,11.17,5.56,#N/A,#N/A,#N/A,#N/A
18/6/2016,748.76,1452193.67,0.93,453509,253752,196061000000,78.9,311140005.2,#N/A,15.38,5.6,#N/A,#N/A,#N/A,#N/A
17/6/2016,768.49,1452193.67,0.95,471278,267870,196061000000,82.29,433827904.9,1290.7,20.65,5.67,#N/A,#N/A,4800.339844,17675.16016
16/6/2016,696.52,1500925,0.91,445830,262510,196061000000,84.56,233609444.6,1310.75,18.36,5.25,#N/A,#N/A,4844.919922,17733.09961
15/6/2016,685.68,1296253.41,0.95,420352,247632,196061000000,69.86,249400335.6,1283.3,18.91,5.22,#N/A,#N/A,4834.930176,17640.16992
14/6/2016,704.50,1569148.866,0.9156027516,451922,251354,196061000000,38.86224972,193653353.3,1287.15,17.61,5.31,#N/A,#N/A,4843.549805,17674.82031
13/6/2016,671.65,1422954.872,0.8300475342,411623,210711,196061000000,52.42482099,298940133.4,1280.8,15.77,5.41,#N/A,#N/A,4848.439941,17732.48047
12/6/2016,609.68,1520417.535,0.6961208013,374995,213159,196061000000,46.24529278,164458159.3,#N/A,14.19,5.07,#N/A,#N/A,#N/A,#N/A
11/6/2016,578.67,1403462.34,0.8226525417,407301,228367,196061000000,52.81223012,221804836.8,#N/A,13.91,4.88,#N/A,#N/A,#N/A,#N/A
10/6/2016,575.84,1608133.931,0.7206210909,426447,236353,196061000000,53.21550949,211910903.4,1275.5,14.38,4.75,#N/A,#N/A,4894.549805,17865.33984
9/6/2016,582.20,1403462.34,0.8022400278,401953,229933,196423000000,50.40981971,178904099.3,1263.9,14.43,4.78,#N/A,#N/A,4958.620117,17985.18945
8/6/2016,577.17,1406915.64,0.8027037606,424994,248576,199312000000,56.5104784,207725690.1,1263,14.51,4.77,#N/A,#N/A,4974.640137,18005.05078
7/6/2016,585.45,1684335.625,0.7054571,414350,221171,199312000000,52.13956486,178161282.1,1241,13.95,4.95,#N/A,#N/A,4961.75,17938.2793
6/6/2016,574.60,1694243.482,0.6134884678,368586,190528,199312000000,44.3641164,139945580.8,1244,14,4.81,#N/A,#N/A,4968.709961,17920.33008
5/6/2016,573.31,1179034.937,0.8405560084,368869,196665,199312000000,46.44371282,134268325.3,#N/A,13.76,4.8,#N/A,#N/A,#N/A,#N/A
4/6/2016,569.71,1406915.64,0.8325584437,402066,234669,199312000000,54.69656979,162425728.9,#N/A,13.86,4.86,#N/A,#N/A,#N/A,#N/A
3/6/2016,537.68,1367284.213,0.8268383986,392655,231099,199312000000,58.53519721,189861752,1240.5,13.74,4.72,#N/A,#N/A,4942.52002,17807.06055
2/6/2016,536.52,1426731.353,0.8404144236,405301,234385,199312000000,56.18497783,194100011.2,1212.4,13.99,4.74,#N/A,#N/A,4971.359863,17838.56055
1/6/2016,531.11,1258297.79,0.8670199843,392767,215249,199312000000,52.33924442,220052229.1,1214.5,14.11,4.65,#N/A,#N/A,4952.25,17789.66992
31/5/2016,534.19,1436639.21,0.8924766138,403738,211369,199312000000,57.85196125,232301687.3,1212.1,12.74,4.69,#N/A,#N/A,4948.049805,17787.19922
30/5/2016,528.47,1456454.923,0.6800782993,354651,178742,199312000000,47.98546674,207196705,1216.25,12.33,4.63,#N/A,#N/A,#N/A,#N/A
29/5/2016,527.48,1317744.93,0.8633647519,377266,193054,199312000000,52.34180926,259939042.6,#N/A,12.11,4.69,#N/A,#N/A,#N/A,#N/A
28/5/2016,473.03,1377192.07,0.9481306187,407566,215296,199312000000,70.89209327,336430109.3,#N/A,11.33,4.51,#N/A,#N/A,#N/A,#N/A
27/5/2016,453.52,1357376.357,0.8230840584,364137,220093,199312000000,55.65651605,166731059.5,1216.25,12.39,4.09,#N/A,#N/A,4933.5,17873.2207
26/5/2016,449.67,1377192.07,0.8714568633,397464,247844,199312000000,59.87623565,171807424.3,1223.85,12.52,4.05,#N/A,#N/A,4901.77002,17828.28906
25/5/2016,446.06,1456454.923,0.8499673878,406728,246517,194771000000,59.53134626,147616920,1220.6,12.79,3.95,#N/A,#N/A,4894.890137,17851.50977
24/5/2016,444.29,1747819.168,0.6442582652,414216,222755,194255000000,54.73645083,127147867.8,1236.85,13.31,3.96,#N/A,#N/A,4861.060059,17706.05078
23/5/2016,439.35,1776788.547,0.603581788,338084,184348,194255000000,43.20770201,84832969.49,1245.9,14.28,3.92,#N/A,#N/A,4765.779785,17492.92969
22/5/2016,443.22,1361560.789,0.8912974539,354128,191461,194255000000,56.82664163,101887191.7,#N/A,14.04,3.96,#N/A,#N/A,#N/A,#N/A
21/5/2016,442.97,1438812.464,0.7816582886,354677,209396,194255000000,51.58622819,155269360.8,#N/A,13.69,3.88,#N/A,#N/A,#N/A,#N/A
20/5/2016,437.79,1168431.599,0.9558356033,372460,219146,194255000000,54.98968957,161110261.4,1254.2,14.85,3.82,#N/A,#N/A,4769.560059,17500.93945
19/5/2016,454.52,1487094.762,0.8743317338,412831,235084,194255000000,58.26811656,156226625.3,1246.25,13.54,4,#N/A,#N/A,4712.529785,17435.40039
18/5/2016,453.69,1361560.789,0.8679327447,393224,238626,194255000000,58.4408726,144340459,1272.9,12.18,3.98,#N/A,#N/A,4739.120117,17526.61914
17/5/2016,454.01,1361560.789,0.9067635745,424856,239809,194255000000,60.51568467,138501762.6,1277,11.19,4,#N/A,#N/A,4715.72998,17529.98047
16/5/2016,457.59,1342247.87,0.7776969568,353892,200171,194255000000,45.61359577,97252822.46,1285.75,9.97,4.06,#N/A,#N/A,4775.459961,17710.71094
15/5/2016,455.76,1390530.167,0.8123429306,369111,211280,194255000000,48.00318276,103526313,#N/A,10.24,4.01,#N/A,#N/A,#N/A,#N/A
14/5/2016,455.82,1467781.843,0.7626939013,378733,232146,194255000000,47.58216903,139340132.9,#N/A,10.51,3.93,#N/A,#N/A,#N/A,#N/A
13/5/2016,454.85,1342247.87,0.7799939712,377121,228409,194255000000,46.75238994,158093082.9,1265.9,10.06,3.86,#N/A,#N/A,4717.680176,17535.32031
12/5/2016,452.45,1284309.113,0.8130157744,383199,234412,190503000000,45.88566709,143001664.2,1279.25,10,3.88,#N/A,#N/A,4737.330078,17720.5
11/5/2016,450.86,1403229.58,0.726908981,405856,245721,178659000000,48.10185732,153374229.6,1276.85,9.43,3.82,#N/A,#N/A,4760.689941,17711.11914
10/5/2016,460.52,1536447.578,0.6378895376,405580,226451,178659000000,40.4654474,138359065.9,1262.8,9.28,4.06,#N/A,#N/A,4809.879883,17928.34961
9/5/2016,458.21,1447635.58,0.5846545951,349946,185562,178659000000,34.18113678,72466700.77,1265.25,9.49,3.94,#N/A,#N/A,4750.209961,17705.91016
8/5/2016,458.43,1332179.981,0.6465225533,337042,202062,178659000000,37.61683514,101572175.7,#N/A,9.37,3.94,#N/A,#N/A,#N/A,#N/A
7/5/2016,459.64,1438754.38,0.6858892778,375533,233232,178659000000,44.519552,150104442.9,#N/A,9.32,3.82,#N/A,#N/A,#N/A,#N/A
6/5/2016,447.94,1385467.181,0.7063270833,374537,229580,178659000000,44.25636722,129129621.4,1289,9.81,3.72,#N/A,#N/A,4736.160156,17740.63086
5/5/2016,446.71,1492041.579,0.7087220119,394207,233693,178659000000,47.17185349,193746215.1,1280.25,9.4,3.74,#N/A,#N/A,4717.089844,17660.71094
4/5/2016,450.18,1341061.181,0.7782296689,374677,235609,178659000000,44.86828296,145137873.8,1283,9.38,3.74,#N/A,#N/A,4725.640137,17651.25977
3/5/2016,444.73,1394348.38,0.7510854713,391943,223785,178659000000,45.13159943,143257803.9,1294,10.17,3.68,#N/A,#N/A,4763.220215,17750.91016
2/5/2016,451.93,1376585.981,0.6257176,370083,191430,178659000000,34.50281105,85326421.84,1285.65,8.89,3.71,#N/A,#N/A,4817.589844,17891.16016
1/5/2016,448.48,1296655.182,0.7575485068,371890,215712,178659000000,40.87923127,121654247.3,#N/A,8.78,3.66,#N/A,#N/A,#N/A,#N/A
30/4/2016,455.18,1403229.58,0.812847462,426515,261884,178659000000,49.9195874,200081325.4,#N/A,7.45,3.81,#N/A,#N/A,#N/A,#N/A
29/4/2016,449.41,1207843.183,0.8982190294,374956,247958,178666000000,49.62034503,171720826,1285.65,7.21,3.79,#N/A,#N/A,4775.359863,17773.64063
28/4/2016,445.04,1145796.944,0.8753433178,392821,239435,178678000000,46.11149971,167458968.2,1256,7.74,3.88,#N/A,#N/A,4805.290039,17830.75977
27/4/2016,466.26,1341204.175,0.8131796887,436154,250744,178678000000,337.7563982,170332016.5,1247.4,7.39,4.05,#N/A,#N/A,4863.140137,18041.55078
26/4/2016,461.65,1128032.65,0.8744850945,407004,217564,178678000000,43.29847026,168025613.1,1241.7,7.53,3.8,#N/A,#N/A,4888.279785,17990.32031
25/4/2016,459.12,1172443.384,0.728039803,376201,183155,178678000000,33.26865456,110486293.2,1238.9,8.01,3.62,#N/A,#N/A,4895.790039,17977.24023
24/4/2016,450.56,1279029.147,0.6546613403,366327,185216,178678000000,33.15097021,100388767.7,#N/A,8.29,3.35,#N/A,#N/A,#N/A,#N/A
23/4/2016,445.86,1270147,0.7749120979,359204,210976,178678000000,42.68874359,147227705.5,#N/A,7.79,3.32,#N/A,#N/A,#N/A,#N/A
22/4/2016,449.69,1341204.175,0.731790457,401733,212795,178678000000,42.82120266,156462733.1,1243.25,8.15,3.35,#N/A,#N/A,4906.22998,18003.75
21/4/2016,441.42,1465554.23,0.6969258848,371250,216780,178678000000,43.21507171,138381943,1249.25,8.45,3.28,#N/A,#N/A,4945.890137,17982.51953
20/4/2016,435.32,1332322.028,0.7587630333,389402,227795,178678000000,43.21915871,118542250,1252,8.69,3.29,#N/A,#N/A,4948.129883,18096.26953
19/4/2016,428.70,1199089.825,0.7836681333,398662,203165,178678000000,44.35972629,104817236,1255.4,9.08,3.25,#N/A,#N/A,4940.330078,18053.59961
18/4/2016,427.61,1358968.468,0.6529772092,351044,191478,178678000000,33.55790316,79440650,1234.3,9.33,3.26,#N/A,#N/A,4960.02002,18004.16016
17/4/2016,430.64,1270147,0.7081379301,357397,192621,178678000000,36.73111423,86155565,#N/A,8.62,3.28,#N/A,#N/A,#N/A,#N/A
16/4/2016,429.58,1287911.293,0.7509087448,367142,216850,178678000000,45.74093808,120741023,#N/A,8.24,3.28,#N/A,#N/A,#N/A,#N/A
15/4/2016,424.43,1465554.23,0.7458737394,415731,230281,178678000000,46.24177359,116332488,1227.1,8.39,3.24,#N/A,#N/A,4938.220215,17897.46094
14/4/2016,423.93,1302194.693,0.7278866178,355716,222711,166852000000,45.40786925,131626794,1233.85,8.08,3.25,#N/A,#N/A,4945.890137,17926.42969
13/4/2016,425.63,1260723.524,0.7947789671,413984,240200,166852000000,50.12451616,145387002,1245.75,7.44,3.26,#N/A,#N/A,4947.419922,17908.2793
12/4/2016,422.84,1252429.291,0.7499725099,414497,217378,166852000000,46.95261581,111212456,1254.6,8.64,3.24,#N/A,#N/A,4872.089844,17721.25
11/4/2016,421.87,1443196.666,0.5667128908,320083,181662,166852000000,33.20244548,84161958,1254.75,8.94,3.23,#N/A,#N/A,4833.399902,17556.41016
10/4/2016,419.59,1343665.862,0.6350335062,375080,207555,166852000000,38.16326873,100882908,#N/A,9.15,3.22,#N/A,#N/A,#N/A,#N/A
9/4/2016,420.81,1169486.954,0.735470766,370187,215441,166852000000,43.60850723,123583371,#N/A,9.69,3.22,#N/A,#N/A,#N/A,#N/A
8/4/2016,422.91,1210958.122,0.7267674384,372004,219915,166852000000,58.98751393,159074674,1239.5,10.08,3.24,#N/A,#N/A,4850.689941,17576.96094
7/4/2016,423.62,1285606.226,0.7157646065,390324,218585,166852000000,44.9796096,151503740,1242.1,10.7,3.26,#N/A,#N/A,4848.370117,17541.96094
6/4/2016,424.28,1235840.823,0.7791966779,395942,216684,166852000000,49.25479625,139881431,1221.4,10.45,3.26,#N/A,#N/A,4920.720215,17716.05078
5/4/2016,421.02,1360254.329,0.6659215793,404374,200979,166852000000,43.71562192,111607536,1231.25,11.21,3.25,#N/A,#N/A,4843.930176,17603.32031
4/4/2016,421.30,1219252.356,0.7226753061,334761,176722,166852000000,44.75327221,75942750,1219.75,11.62,3.26,#N/A,#N/A,4891.799805,17737
3/4/2016,421.17,1244135.057,0.8255437133,394636,196651,166852000000,56.1792388,96731087,#N/A,11.63,3.26,#N/A,#N/A,#N/A,#N/A
2/4/2016,418.42,1136310.019,0.7316080584,332670,203811,166852000000,46.0506966,120362457,#N/A,11.63,3.25,#N/A,#N/A,#N/A,#N/A
1/4/2016,416.76,1028361.537,0.837658632,337655,208976,165497000000,44.51090066,122664433,1213.6,11.4,3.25,#N/A,#N/A,4914.540039,17792.75
31/3/2016,415.26,1308075.875,0.8079277358,402557,207906,165497000000,53.24548332,156573869,1237,11.92,3.23,#N/A,#N/A,4869.850098,17685.08984
30/3/2016,416.83,1398571.69,0.6978397,341678,191841,165497000000,51.72376838,117297491,1236.25,11.61,3.23,#N/A,#N/A,4869.290039,17716.66016
29/3/2016,424.30,1168218.706,0.7483697465,349278,181300,165497000000,42.52494951,120905357,1226,11.75,3.26,#N/A,#N/A,4846.620117,17633.10938
28/3/2016,426.55,1258714.521,0.6138536471,310868,161486,165497000000,33.37519025,115335330,1221,10.43,3.3,#N/A,#N/A,4766.790039,17535.39063
27/3/2016,418.14,1209353.168,0.6121123469,323407,162398,165497000000,34.69582617,100661549,#N/A,10.99,3.23,#N/A,#N/A,#N/A,#N/A
26/3/2016,417.36,1192899.383,0.6411212276,326933,173609,165497000000,33.72267197,132338613,#N/A,10.77,3.23,#N/A,#N/A,#N/A,#N/A
25/3/2016,416.51,1242260.737,0.6805337351,381250,194985,165497000000,38.93741911,139400527,1221,11.26,3.23,#N/A,#N/A,#N/A,#N/A
24/3/2016,418.42,1242260.737,0.6589215298,322191,187877,165497000000,38.7057276,111018758,1221,12.44,3.25,#N/A,#N/A,4773.5,17515.73047
23/3/2016,418.16,1225806.952,0.7271091141,399764,210488,165497000000,43.74554841,123716357,1217.6,11.33,3.23,#N/A,#N/A,4768.859863,17502.58984
22/3/2016,413.13,1036588.429,0.7842592302,375082,189228,165497000000,38.65376627,95667032,1252.5,11.88,3.2,#N/A,#N/A,4821.660156,17582.57031
21/3/2016,413.42,1242260.737,0.6250006026,352210,175963,165497000000,32.8533328,70623066,1244.9,10.3,3.21,#N/A,#N/A,4808.870117,17623.86914
20/3/2016,410.40,1110630.46,0.6814701852,350288,188863,165497000000,38.06506394,92984532,#N/A,10.52,3.18,#N/A,#N/A,#N/A,#N/A
19/3/2016,409.27,1135311.137,0.7358584638,364177,203578,165497000000,42.58594292,121630357,#N/A,11.2,3.17,#N/A,#N/A,#N/A,#N/A
18/3/2016,420.55,1063186.967,0.7541426444,394142,206973,158427000000,46.26447738,115249577,1252.1,11.11,3.31,#N/A,#N/A,4795.649902,17602.30078
17/3/2016,417.89,1338828.033,0.6340460529,369886,215973,158427000000,48.1134711,106343004,1266.5,12.56,3.31,#N/A,#N/A,4774.990234,17481.49023
16/3/2016,416.89,1197069.77,0.6914230197,367761,197677,158427000000,42.7063754,117684224,1228.5,13.02,3.31,#N/A,#N/A,4763.970215,17325.75977
15/3/2016,416.39,1197069.77,0.6914230197,367761,197677,158427000000,42.7063754,117684224,1232,13,3.3,#N/A,#N/A,4728.669922,17251.5293
14/3/2016,414.20,1189194.311,0.7346259868,393384,187401,158427000000,43.83967453,112266995,1242.75,14.51,3.31,#N/A,#N/A,4750.279785,17229.13086
13/3/2016,411.65,1031685.131,0.5706659466,310285,141116,158427000000,29.31003112,70582774,#N/A,13.51,3.29,#N/A,#N/A,#N/A,#N/A
12/3/2016,421.61,1283699.82,0.6278851779,352895,193874,158427000000,41.22294318,137839767,#N/A,11.13,3.39,#N/A,#N/A,#N/A,#N/A
11/3/2016,417.24,1267948.902,0.6974231304,374551,192611,158427000000,43.43549045,139051016,1264.75,11.22,3.29,#N/A,#N/A,4748.470215,17213.31055
10/3/2016,414.74,1299450.738,0.7183319394,330958,187623,158427000000,52.6052871,114428780,1266.5,11.88,3.28,#N/A,#N/A,4662.160156,16995.13086
9/3/2016,413.89,1055311.508,0.7323205672,363851,193929,158427000000,43.94045893,120042367,1246.4,9.79,3.25,#N/A,#N/A,4674.379883,17000.35938
8/3/2016,414.46,1220696.147,0.6518294645,372418,183530,158427000000,44.13385665,127840873,1267,9.58,3.27,#N/A,#N/A,4648.819824,16964.09961
7/3/2016,407.76,1094688.803,0.6613206763,312335,171486,158427000000,41.1407975,135654591,1267.9,11.43,3.22,#N/A,#N/A,4708.25,17073.94922
6/3/2016,400.52,1292227.065,0.7731704025,422768,238117,163492000000,63.03314682,200160841,#N/A,11.2,3.19,#N/A,#N/A,#N/A,#N/A
5/3/2016,410.78,1235336.566,0.8366466908,419365,212104,163492000000,52.60628503,165605628,#N/A,10.37,3.25,#N/A,#N/A,#N/A,#N/A
4/3/2016,421.84,1080919.495,0.9185191729,410737,221257,163492000000,72.72445709,216563283,1277.5,9.24,3.32,#N/A,#N/A,4717.02002,17006.76953
3/3/2016,423.91,1275972.637,0.9059785732,483756,276448,163492000000,77.34600309,236848413,1250.25,8.44,3.36,#N/A,#N/A,4707.419922,16943.90039
2/3/2016,435.13,1040283.424,0.8976142813,451258,260619,163492000000,55.99857717,222905346,1239.2,7.63,3.43,#N/A,#N/A,4703.419922,16899.32031
1/3/2016,437.92,1097173.923,0.901957363,470332,265695,163492000000,53.45252038,226500160,1236.5,6.32,3.45,#N/A,#N/A,4689.600098,16865.08008
29/2/2016,433.44,1210954.923,0.7003338725,412223,224697,163492000000,42.61977032,146428747,1234.9,6.46,3.44,#N/A,#N/A,4557.950195,16516.5
28/2/2016,432.57,1064665.066,0.7407649924,378857,182423,163492000000,38.20952225,149095588,#N/A,6.41,3.41,#N/A,#N/A,#N/A,#N/A
27/2/2016,432.84,1219082.137,0.75447926,404307,209880,163492000000,43.1486082,142870420,#N/A,5.96,3.43,#N/A,#N/A,#N/A,#N/A
26/2/2016,424.63,1178446.066,0.8358027793,412050,218699,163492000000,47.68274149,150561021,1226.5,6.04,3.37,#N/A,#N/A,4590.470215,16639.9707
25/2/2016,425.04,999647.3525,0.8958440081,411081,225112,163492000000,44.91575935,140056077,1236,6.19,3.39,#N/A,#N/A,4582.200195,16697.28906
24/2/2016,420.96,1097173.923,0.8956290815,464117,246578,163492000000,48.21733873,157192209,1250.75,5.6,3.4,#N/A,#N/A,4542.609863,16484.99023
23/2/2016,438.26,1056537.852,0.8595248154,469044,224964,163492000000,43.53246983,142238677,1221.35,5.68,3.49,#N/A,#N/A,4503.580078,16431.7793
22/2/2016,438.99,1024028.995,0.8401888492,399688,209276,163492000000,40.65663231,136792550,1211,4.66,3.47,#N/A,#N/A,4570.609863,16620.66016
21/2/2016,437.77,1284099.851,0.7443559494,440841,225259,163492000000,43.09210135,151924621,#N/A,4.36,3.46,#N/A,#N/A,#N/A,#N/A
20/2/2016,421.60,1129682.78,0.7742198777,411494,215552,163492000000,46.31819386,134002007,#N/A,4.68,3.27,#N/A,#N/A,#N/A,#N/A
19/2/2016,422.73,1289532.147,0.62491515,416530,212765,144116000000,42.68131047,150820601,1231.15,4.38,3.26,#N/A,#N/A,4504.430176,16391.99023
18/2/2016,416.57,1002969.447,0.8351240429,436155,227403,144116000000,44.75593799,171220047,1210.1,3.77,3.25,#N/A,#N/A,4487.540039,16413.42969
17/2/2016,407.66,1067446.055,0.7319261611,424752,218780,144116000000,41.80226206,150215514,1210,4.29,3.23,#N/A,#N/A,4534.060059,16453.83008
16/2/2016,401.43,1060281.987,0.7512705743,424653,207397,144116000000,40.18686148,144821341,1209.5,5.33,3.2,#N/A,#N/A,4435.959961,16196.41016
15/2/2016,407.57,1289532.147,0.5667196944,390085,188927,144116000000,34.63112968,104891981,1208.2,5.33,3.23,#N/A,#N/A,#N/A,#N/A
14/2/2016,392.93,1096102.325,0.6727405425,407580,190560,144116000000,36.80013215,119714883,#N/A,5.4,3.15,#N/A,#N/A,#N/A,#N/A
13/2/2016,384.64,1139086.729,0.6650826981,392638,202906,144116000000,39.88170509,118457185,#N/A,5.69,3.12,#N/A,#N/A,#N/A,#N/A
12/2/2016,379.69,1375500.956,0.6376851354,429313,227463,144116000000,44.34470738,135127313,1239.75,5.95,3.09,#N/A,#N/A,4337.509766,15973.83984
11/2/2016,382.11,1210727.404,0.7158979408,396665,233941,144116000000,44.48599145,129887155,1241,4.5,3.11,#N/A,#N/A,4266.839844,15660.17969
10/2/2016,376.15,1210727.404,0.740162,429776,230799,144116000000,42.466277,108565966,1190,4,3.09,#N/A,#N/A,4283.589844,15914.74023
9/2/2016,373.42,1153414.864,0.7539734969,396540,220559,144116000000,40.9030054,93311393,1191,3.17,3.08,#N/A,#N/A,4268.759766,16014.37988
8/2/2016,376.76,1303860.281,0.6650921648,452004,212134,144116000000,38.64301185,79599219,1193.25,2.97,3.09,#N/A,#N/A,4283.75,16027.04981
7/2/2016,376.51,1139675.938,0.6526866911,441758,232752,120033000000,42.22773725,120896315,#N/A,2.54,3.11,#N/A,#N/A,#N/A,#N/A
6/2/2016,386.59,1074040.151,0.6356581833,393084,215910,120033000000,41.04809873,155714041,#N/A,2.53,3.15,#N/A,#N/A,#N/A,#N/A
5/2/2016,388.90,1103874.6,0.6328443892,399236,201065,120033000000,41.25773034,121094475,1150.35,2.57,3.17,#N/A,#N/A,4363.140137,16204.96973
4/2/2016,370.17,1038238.813,0.7004824023,388710,200087,120033000000,48.81393346,107890707,1156.35,2.53,3.06,#N/A,#N/A,4509.560059,16416.58008
3/2/2016,374.65,978569.9154,0.8246359268,451155,231998,120033000000,57.71349212,144577638,1132,2.43,3.09,#N/A,#N/A,4504.240234,16336.66016
2/2/2016,372.92,1050172.592,0.7158351989,437884,221764,120033000000,51.0283515,150761429,1128.5,2.22,3.09,#N/A,#N/A,4516.950195,16153.54004
1/2/2016,369.35,1068073.261,0.519653067,384209,168625,120033000000,31.51669344,76182517,1126.5,2.32,3.07,#N/A,#N/A,4620.370117,16449.17969
31/1/2016,378.29,1056139.482,0.6419800904,428332,209984,120033000000,43.85418346,147357727,#N/A,2.44,3.1,#N/A,#N/A,#N/A,#N/A
30/1/2016,378.86,1014371.254,0.6637350941,424226,222622,120033000000,45.3790109,147102840,#N/A,2.51,3.12,#N/A,#N/A,#N/A,#N/A
29/1/2016,380.11,883099.6798,0.8155274122,445935,231454,120033000000,50.08400338,150896201,1111.8,2.54,3.14,#N/A,#N/A,4613.950195,16466.30078
28/1/2016,395.15,918901.0182,0.727886461,414610,226385,120033000000,47.63990486,134666967,1114,2.41,3.29,#N/A,#N/A,4506.680176,16069.63965
